,date,location,sales
1566,2020-02-25,Kolkata,6074
1567,2020-05-16,Delhi,5168
1568,2020-01-17,Kolkata,4135
1569,2020-03-31,Banglore,5646
1570,2020-04-24,Kolkata,7826
1571,2020-04-14,Mumbai,4528
1572,2020-01-28,Banglore,9565
1573,2020-05-02,Kolkata,2187
1574,2020-02-16,Mumbai,6557
1575,2020-01-05,Mumbai,3693
1576,2020-05-10,Mumbai,7282
1577,2020-02-15,Banglore,5055
1578,2020-02-05,Delhi,2464
1579,2020-05-22,Banglore,7523
1580,2020-02-07,Mumbai,9539
1581,2020-04-23,Kolkata,8511
1582,2020-04-02,Banglore,7825
1583,2020-02-11,Mumbai,2999
1584,2020-02-01,Mumbai,5760
1585,2020-02-16,Delhi,5063
1586,2020-01-27,Delhi,7041
1587,2020-04-17,Mumbai,9605
1588,2020-03-28,Mumbai,6261
1589,2020-03-14,Delhi,5104
1590,2020-02-03,Delhi,7626
1591,2020-01-11,Mumbai,2392
1592,2020-03-09,Mumbai,3638
1593,2020-02-24,Delhi,8037
1594,2020-02-26,Kolkata,6309
1595,2020-04-06,Mumbai,3265
1596,2020-03-01,Mumbai,5179
1597,2020-02-29,Delhi,8816
1598,2020-03-06,Banglore,9635
1599,2020-03-24,Kolkata,4279
1600,2020-01-10,Mumbai,7859
1601,2020-03-20,Kolkata,4604
1602,2020-05-10,Delhi,5072
1603,2020-02-29,Mumbai,7213
1604,2020-01-23,Banglore,2560
1605,2020-01-09,Kolkata,4322
1606,2020-03-23,Mumbai,3630
1607,2020-02-23,Mumbai,4286
1608,2020-04-17,Banglore,3995
1609,2020-02-19,Delhi,8888
1610,2020-05-19,Delhi,5817
1611,2020-03-27,Mumbai,6880
1612,2020-02-06,Kolkata,7133
1613,2020-05-12,Delhi,8177
1614,2020-02-16,Mumbai,3795
1615,2020-03-21,Kolkata,8173
1616,2020-05-27,Mumbai,5224
1617,2020-04-05,Kolkata,6437
1618,2020-04-26,Kolkata,7323
1619,2020-04-26,Delhi,5259
1620,2020-01-03,Mumbai,5688
1621,2020-04-14,Banglore,3084
1622,2020-04-16,Delhi,9989
1623,2020-05-29,Kolkata,5997
1624,2020-01-21,Mumbai,9609
1625,2020-05-04,Mumbai,6531
1626,2020-03-05,Delhi,5079
1627,2020-02-24,Delhi,3209
1628,2020-04-23,Banglore,5041
1629,2020-04-02,Mumbai,6257
1630,2020-01-05,Mumbai,8108
1631,2020-03-03,Kolkata,8533
1632,2020-02-12,Delhi,2173
1633,2020-01-14,Kolkata,7794
1634,2020-04-05,Mumbai,7953
1635,2020-01-07,Delhi,9298
1636,2020-02-02,Kolkata,6014
1637,2020-04-28,Mumbai,6968
1638,2020-05-24,Delhi,9887
1639,2020-04-23,Delhi,4813
1640,2020-01-05,Delhi,8788
1641,2020-01-01,Mumbai,8597
1642,2020-02-07,Banglore,7019
1643,2020-04-30,Banglore,6551
1644,2020-03-24,Delhi,7458
1645,2020-02-21,Mumbai,6254
1646,2020-02-22,Kolkata,6514
1647,2020-04-19,Mumbai,5972
1648,2020-05-23,Kolkata,9897
1649,2020-01-25,Delhi,5958
1650,2020-03-04,Banglore,9003
1651,2020-03-26,Mumbai,3771
1652,2020-01-22,Kolkata,4057
1653,2020-04-04,Mumbai,8953
1654,2020-02-19,Kolkata,8562
1655,2020-05-28,Kolkata,7542
1656,2020-03-26,Banglore,6727
1657,2020-01-04,Banglore,4831
1658,2020-05-29,Banglore,6451
1659,2020-05-07,Mumbai,4966
1660,2020-03-27,Mumbai,2974
1661,2020-03-11,Kolkata,3811
1662,2020-01-21,Kolkata,6925
1663,2020-04-26,Kolkata,4413
1664,2020-03-01,Banglore,9216
1665,2020-04-16,Mumbai,3635
1666,2020-03-25,Banglore,2122
1667,2020-04-13,Delhi,4707
1668,2020-04-05,Delhi,8632
1669,2020-04-24,Kolkata,9649
1670,2020-05-31,Delhi,6147
1671,2020-03-24,Delhi,5029
1672,2020-05-11,Delhi,6320
1673,2020-01-26,Mumbai,4422
1674,2020-05-25,Kolkata,3777
1675,2020-01-21,Kolkata,2175
1676,2020-03-20,Mumbai,4114
1677,2020-03-17,Delhi,3038
1678,2020-04-28,Banglore,8463
1679,2020-05-05,Banglore,8843
1680,2020-01-10,Kolkata,5706
1681,2020-04-14,Kolkata,3994
1682,2020-04-27,Banglore,2464
1683,2020-05-11,Banglore,7780
1684,2020-02-13,Mumbai,9822
1685,2020-04-30,Delhi,4230
1686,2020-01-28,Mumbai,4939
1687,2020-02-06,Mumbai,2846
1688,2020-03-22,Mumbai,7675
1689,2020-04-09,Mumbai,2615
1690,2020-04-15,Banglore,5963
1691,2020-03-01,Banglore,7473
1692,2020-04-11,Mumbai,6643
1693,2020-03-18,Banglore,7438
1694,2020-03-25,Banglore,7702
1695,2020-02-18,Delhi,6574
1696,2020-05-01,Banglore,9057
1697,2020-02-02,Delhi,3635
1698,2020-02-14,Banglore,4257
1699,2020-01-12,Kolkata,5338
1700,2020-01-28,Kolkata,8822
1701,2020-01-12,Delhi,8410
1702,2020-05-20,Banglore,9513
1703,2020-05-15,Banglore,4161
1704,2020-03-06,Banglore,8054
1705,2020-03-05,Mumbai,7554
1706,2020-05-29,Delhi,3930
1707,2020-05-23,Kolkata,4367
1708,2020-04-12,Kolkata,2414
1709,2020-02-28,Kolkata,5546
1710,2020-05-31,Banglore,9772
1711,2020-04-11,Kolkata,4708
1712,2020-04-05,Delhi,2863
1713,2020-05-24,Banglore,5087
1714,2020-01-13,Kolkata,2373
1715,2020-05-15,Mumbai,9853
1716,2020-01-05,Delhi,6070
1717,2020-04-01,Kolkata,7957
1718,2020-03-25,Delhi,7986
1719,2020-03-13,Kolkata,3619
1720,2020-01-09,Delhi,7334
1721,2020-04-21,Delhi,2255
1722,2020-01-21,Kolkata,3587
1723,2020-04-26,Banglore,9422
1724,2020-01-31,Banglore,8747
1725,2020-04-16,Banglore,6543
1726,2020-04-15,Mumbai,2678
1727,2020-05-28,Mumbai,7940
1728,2020-02-25,Delhi,9062
1729,2020-04-10,Banglore,2572
1730,2020-02-28,Kolkata,8286
1731,2020-05-15,Kolkata,6789
1732,2020-02-13,Banglore,6138
1733,2020-05-28,Mumbai,8222
1734,2020-05-29,Delhi,6431
1735,2020-01-02,Delhi,5388
1736,2020-01-31,Mumbai,5635
1737,2020-01-10,Mumbai,5002
1738,2020-05-26,Mumbai,8629
1739,2020-02-28,Kolkata,2288
1740,2020-02-14,Kolkata,5503
1741,2020-05-27,Delhi,6135
1742,2020-03-25,Banglore,2034
1743,2020-01-24,Banglore,9331
1744,2020-02-01,Banglore,9629
1745,2020-04-01,Banglore,9417
1746,2020-04-05,Kolkata,7918
1747,2020-02-20,Mumbai,2621
1748,2020-04-23,Banglore,5074
1749,2020-05-03,Delhi,6977
1750,2020-05-13,Kolkata,5953
1751,2020-03-25,Banglore,6306
1752,2020-02-21,Banglore,2814
1753,2020-01-19,Delhi,4522
1754,2020-02-08,Mumbai,3592
1755,2020-02-08,Kolkata,2072
1756,2020-04-09,Kolkata,4511
1757,2020-03-17,Mumbai,9491
1758,2020-01-07,Kolkata,7236
1759,2020-03-30,Delhi,7461
1760,2020-05-27,Banglore,2720
1761,2020-01-11,Banglore,3838
1762,2020-03-06,Banglore,6335
1763,2020-04-05,Mumbai,8622
1764,2020-05-17,Delhi,4633
1765,2020-03-23,Delhi,3498
1766,2020-02-02,Banglore,8505
1767,2020-05-29,Banglore,6055
1768,2020-01-13,Banglore,4284
1769,2020-03-02,Banglore,3842
1770,2020-01-23,Kolkata,2789
1771,2020-02-01,Delhi,7219
1772,2020-02-23,Delhi,4689
1773,2020-04-07,Banglore,6949
1774,2020-02-20,Mumbai,4581
1775,2020-01-20,Banglore,6994
1776,2020-05-03,Delhi,3868
1777,2020-02-05,Kolkata,5562
1778,2020-01-23,Mumbai,5445
1779,2020-02-05,Banglore,7244
1780,2020-01-22,Kolkata,8571
1781,2020-01-16,Kolkata,4787
1782,2020-03-11,Delhi,8944
1783,2020-01-29,Kolkata,5622
1784,2020-03-05,Delhi,8820
1785,2020-02-13,Banglore,2042
1786,2020-02-29,Delhi,6304
1787,2020-03-21,Kolkata,2626
1788,2020-05-30,Banglore,7189
1789,2020-01-21,Mumbai,3373
1790,2020-03-01,Banglore,7176
1791,2020-03-24,Kolkata,8612
1792,2020-02-18,Delhi,9127
1793,2020-03-05,Delhi,4890
1794,2020-05-26,Delhi,3943
1795,2020-03-22,Banglore,7960
1796,2020-03-05,Kolkata,3315
1797,2020-02-22,Banglore,7259
1798,2020-01-14,Mumbai,9815
1799,2020-01-11,Delhi,5890
1800,2020-03-18,Mumbai,5504
1801,2020-04-13,Kolkata,2942
1802,2020-02-27,Delhi,9345
1803,2020-03-10,Delhi,9828
1804,2020-02-23,Banglore,8065
1805,2020-01-12,Kolkata,4438
1806,2020-01-18,Banglore,2562
1807,2020-02-20,Kolkata,2360
1808,2020-02-23,Delhi,4916
1809,2020-01-24,Kolkata,9983
1810,2020-04-17,Kolkata,6635
1811,2020-04-15,Banglore,4418
1812,2020-01-30,Banglore,6598
1813,2020-02-20,Delhi,3315
1814,2020-01-24,Delhi,5897
1815,2020-01-18,Mumbai,7283
1816,2020-01-17,Banglore,6906
1817,2020-04-01,Mumbai,7110
1818,2020-05-17,Kolkata,7540
1819,2020-01-11,Banglore,2610
1820,2020-03-12,Mumbai,5621
1821,2020-04-14,Delhi,6761
1822,2020-05-15,Banglore,7404
1823,2020-02-08,Mumbai,5352
1824,2020-02-03,Mumbai,6142
1825,2020-05-27,Kolkata,5493
1826,2020-01-28,Banglore,7371
1827,2020-01-27,Delhi,3813
1828,2020-04-28,Banglore,9792
1829,2020-03-11,Kolkata,4613
1830,2020-03-17,Kolkata,2015
1831,2020-02-24,Delhi,5561
1832,2020-04-15,Mumbai,7495
1833,2020-03-26,Banglore,5091
1834,2020-02-25,Banglore,5313
1835,2020-02-15,Mumbai,4775
1836,2020-03-17,Delhi,4384
1837,2020-02-12,Kolkata,3360
1838,2020-01-04,Delhi,3307
1839,2020-04-27,Mumbai,8231
1840,2020-04-07,Banglore,5911
1841,2020-03-22,Mumbai,6704
1842,2020-04-28,Kolkata,5143
1843,2020-01-10,Delhi,7316
1844,2020-05-15,Banglore,3832
1845,2020-01-01,Kolkata,3055
1846,2020-03-23,Kolkata,4490
1847,2020-02-11,Kolkata,5502
1848,2020-01-13,Kolkata,9153
1849,2020-05-07,Delhi,5276
1850,2020-03-06,Mumbai,5146
1851,2020-04-03,Banglore,3304
1852,2020-03-15,Banglore,9553
1853,2020-01-20,Delhi,3739
1854,2020-03-15,Banglore,2436
1855,2020-04-16,Kolkata,7739
1856,2020-04-22,Kolkata,7367
1857,2020-03-25,Kolkata,5712
1858,2020-03-25,Banglore,7367
1859,2020-03-15,Kolkata,7620
1860,2020-01-03,Delhi,2285
1861,2020-02-12,Banglore,7997
1862,2020-04-03,Banglore,3106
1863,2020-04-12,Banglore,7439
1864,2020-02-21,Kolkata,9660
1865,2020-04-22,Banglore,3806
1866,2020-05-08,Mumbai,8864
1867,2020-03-06,Banglore,2098
1868,2020-03-15,Kolkata,9689
1869,2020-03-29,Delhi,2448
1870,2020-04-29,Mumbai,4744
1871,2020-05-07,Delhi,3230
1872,2020-03-18,Mumbai,2292
1873,2020-02-03,Banglore,8149
1874,2020-03-03,Delhi,5570
1875,2020-04-06,Banglore,9615
1876,2020-01-19,Kolkata,7039
1877,2020-03-20,Delhi,3297
1878,2020-03-26,Mumbai,6821
1879,2020-05-14,Delhi,9415
1880,2020-04-30,Delhi,2833
1881,2020-03-22,Kolkata,2555
1882,2020-04-02,Banglore,6551
1883,2020-05-28,Banglore,6027
1884,2020-01-03,Banglore,5286
1885,2020-03-09,Kolkata,2423
1886,2020-03-05,Mumbai,6535
1887,2020-02-07,Mumbai,2722
1888,2020-03-23,Banglore,2886
1889,2020-04-17,Kolkata,7255
1890,2020-03-18,Delhi,9344
1891,2020-05-29,Mumbai,2131
1892,2020-04-08,Banglore,4307
1893,2020-01-08,Kolkata,3674
1894,2020-05-26,Banglore,2301
1895,2020-03-17,Mumbai,8763
1896,2020-04-06,Kolkata,3247
1897,2020-05-28,Delhi,7800
1898,2020-03-14,Mumbai,6010
1899,2020-01-26,Kolkata,6078
1900,2020-04-21,Banglore,3326
1901,2020-02-09,Delhi,3838
1902,2020-05-18,Mumbai,3934
1903,2020-03-12,Banglore,2956
1904,2020-03-03,Mumbai,8589
1905,2020-02-26,Mumbai,2333
1906,2020-04-29,Delhi,4512
1907,2020-03-10,Delhi,2558
1908,2020-03-08,Mumbai,2204
1909,2020-01-09,Kolkata,3297
1910,2020-02-20,Mumbai,8682
1911,2020-03-19,Mumbai,4001
1912,2020-02-04,Kolkata,8462
1913,2020-04-13,Mumbai,5373
1914,2020-05-21,Kolkata,8038
1915,2020-05-15,Mumbai,8877
1916,2020-02-01,Delhi,9331
1917,2020-02-19,Delhi,3371
1918,2020-05-02,Kolkata,7427
1919,2020-05-20,Delhi,4712
1920,2020-05-31,Mumbai,8709
1921,2020-01-24,Banglore,7674
1922,2020-02-05,Delhi,9790
1923,2020-02-14,Banglore,6675
1924,2020-02-23,Delhi,3785
1925,2020-02-29,Delhi,3956
1926,2020-05-25,Mumbai,9251
1927,2020-01-27,Kolkata,8448
1928,2020-01-10,Kolkata,4514
1929,2020-04-14,Banglore,7798
1930,2020-02-09,Delhi,4763
1931,2020-04-01,Banglore,3623
1932,2020-01-23,Banglore,5669
1933,2020-05-25,Banglore,3155
1934,2020-05-02,Banglore,2882
1935,2020-02-01,Kolkata,8814
1936,2020-02-27,Kolkata,2568
1937,2020-05-13,Mumbai,8817
1938,2020-01-25,Delhi,8731
1939,2020-05-27,Delhi,5531
1940,2020-01-14,Mumbai,6293
1941,2020-05-07,Banglore,7753
1942,2020-04-25,Mumbai,9333
1943,2020-03-28,Kolkata,2322
1944,2020-03-14,Banglore,8741
1945,2020-04-19,Banglore,4668
1946,2020-02-29,Delhi,6412
1947,2020-04-25,Kolkata,7043
1948,2020-04-09,Banglore,6025
1949,2020-03-03,Delhi,6280
1950,2020-05-13,Mumbai,5219
1951,2020-01-06,Banglore,7837
1952,2020-02-03,Banglore,2917
1953,2020-01-19,Kolkata,6077
1954,2020-02-09,Delhi,5909
1955,2020-02-25,Delhi,2959
1956,2020-04-26,Delhi,8809
1957,2020-05-08,Kolkata,5153
1958,2020-05-28,Delhi,3771
1959,2020-04-05,Kolkata,2121
1960,2020-05-07,Delhi,2948
1961,2020-02-29,Banglore,3901
1962,2020-01-04,Mumbai,4335
1963,2020-05-25,Banglore,5857
1964,2020-02-29,Delhi,8363
1965,2020-05-13,Banglore,4153
1966,2020-02-17,Mumbai,9555
1967,2020-04-13,Banglore,9189
1968,2020-02-17,Mumbai,8204
1969,2020-01-05,Delhi,5523
1970,2020-02-16,Kolkata,6172
1971,2020-01-01,Banglore,8234
1972,2020-05-08,Kolkata,8189
1973,2020-03-17,Banglore,8026
1974,2020-04-11,Mumbai,9173
1975,2020-01-11,Delhi,5617
1976,2020-03-01,Delhi,3583
1977,2020-05-26,Kolkata,8616
1978,2020-04-08,Banglore,2673
1979,2020-04-25,Banglore,4499
1980,2020-04-12,Delhi,3239
1981,2020-03-12,Delhi,8992
1982,2020-05-09,Kolkata,8173
1983,2020-03-07,Delhi,3585
1984,2020-03-01,Delhi,6974
1985,2020-01-28,Banglore,9546
1986,2020-03-11,Mumbai,6998
1987,2020-03-01,Mumbai,8196
1988,2020-05-06,Kolkata,6082
1989,2020-03-17,Mumbai,3882
1990,2020-04-30,Banglore,2529
1991,2020-02-03,Kolkata,7851
1992,2020-04-10,Delhi,5442
1993,2020-05-19,Kolkata,9560
1994,2020-02-18,Kolkata,2706
1995,2020-03-30,Kolkata,9939
1996,2020-01-14,Kolkata,8976
1997,2020-05-24,Banglore,3521
1998,2020-04-13,Banglore,8872
1999,2020-05-31,Kolkata,8753
2000,2020-05-20,Mumbai,5490
2001,2020-02-22,Mumbai,2290
2002,2020-03-21,Banglore,2397
2003,2020-05-04,Delhi,4017
2004,2020-02-03,Kolkata,7060
2005,2020-02-03,Mumbai,5076
2006,2020-04-07,Mumbai,7275
2007,2020-01-11,Banglore,3211
2008,2020-03-21,Mumbai,5096
2009,2020-03-10,Kolkata,4497
2010,2020-04-20,Mumbai,5171
2011,2020-02-12,Delhi,5465
2012,2020-04-26,Banglore,7279
2013,2020-02-21,Banglore,6200
2014,2020-05-11,Delhi,3869
2015,2020-02-21,Mumbai,5415
2016,2020-04-14,Kolkata,9133
2017,2020-02-11,Kolkata,9844
2018,2020-04-13,Kolkata,6862
2019,2020-04-01,Kolkata,8523
2020,2020-02-28,Banglore,2552
2021,2020-04-08,Kolkata,8617
2022,2020-03-06,Mumbai,4146
2023,2020-02-02,Banglore,3852
2024,2020-01-04,Delhi,2188
2025,2020-02-23,Banglore,6209
2026,2020-04-22,Mumbai,7169
2027,2020-04-20,Banglore,3009
2028,2020-02-05,Mumbai,8922
2029,2020-02-02,Banglore,4266
2030,2020-03-11,Delhi,3980
2031,2020-02-09,Kolkata,2879
2032,2020-01-25,Delhi,9712
2033,2020-05-19,Delhi,4028
2034,2020-01-13,Kolkata,8568
2035,2020-02-20,Mumbai,5097
2036,2020-03-09,Mumbai,8125
2037,2020-05-25,Banglore,4937
2038,2020-04-29,Kolkata,9827
2039,2020-04-16,Banglore,9348
2040,2020-01-15,Kolkata,2269
2041,2020-03-28,Delhi,5130
2042,2020-03-24,Banglore,7037
2043,2020-02-07,Delhi,2795
2044,2020-05-25,Banglore,3722
2045,2020-04-10,Kolkata,4889
2046,2020-02-07,Kolkata,3669
2047,2020-01-03,Mumbai,7028
2048,2020-04-05,Kolkata,8009
2049,2020-03-13,Kolkata,6198
2050,2020-03-19,Banglore,2428
2051,2020-03-14,Banglore,7163
2052,2020-02-11,Banglore,7901
2053,2020-03-08,Mumbai,8472
2054,2020-03-22,Banglore,5582
2055,2020-01-01,Mumbai,9318
2056,2020-01-18,Kolkata,6702
2057,2020-04-19,Mumbai,4695
2058,2020-02-14,Banglore,9209
2059,2020-03-25,Kolkata,6330
2060,2020-04-10,Banglore,3449
2061,2020-02-27,Banglore,9370
2062,2020-01-27,Delhi,7255
2063,2020-03-20,Banglore,5984
2064,2020-05-24,Kolkata,8528
2065,2020-05-06,Mumbai,8550
2066,2020-05-30,Banglore,9409
2067,2020-03-15,Delhi,8886
2068,2020-02-18,Mumbai,5016
2069,2020-02-09,Kolkata,3119
2070,2020-05-20,Delhi,2669
2071,2020-03-30,Kolkata,9973
2072,2020-05-22,Kolkata,8838
2073,2020-01-10,Delhi,3458
2074,2020-05-10,Banglore,3121
2075,2020-01-16,Banglore,8107
2076,2020-03-20,Banglore,5143
2077,2020-02-24,Kolkata,4621
2078,2020-02-14,Delhi,5646
2079,2020-03-30,Banglore,8303
2080,2020-02-06,Delhi,3971
2081,2020-02-28,Delhi,7887
2082,2020-01-16,Banglore,3157
2083,2020-04-12,Banglore,4109
2084,2020-04-26,Banglore,3216
2085,2020-01-23,Delhi,4969
2086,2020-05-15,Delhi,9969
2087,2020-02-19,Mumbai,2170
2088,2020-04-29,Banglore,3232
2089,2020-05-08,Mumbai,4634
2090,2020-04-08,Banglore,7776
2091,2020-05-19,Mumbai,6546
2092,2020-02-16,Mumbai,6395
2093,2020-03-26,Banglore,7999
2094,2020-05-13,Delhi,7527
2095,2020-01-05,Kolkata,2085
2096,2020-02-10,Kolkata,2284
2097,2020-01-12,Banglore,2260
2098,2020-03-30,Kolkata,5967
2099,2020-02-04,Delhi,9256
2100,2020-02-16,Kolkata,9030
2101,2020-02-21,Delhi,2194
2102,2020-05-05,Banglore,4684
2103,2020-02-15,Mumbai,3183
2104,2020-05-06,Delhi,3927
2105,2020-02-19,Delhi,2605
2106,2020-04-28,Delhi,6029
2107,2020-03-05,Kolkata,8426
2108,2020-02-16,Mumbai,6938
2109,2020-02-03,Banglore,7954
2110,2020-02-22,Delhi,9680
2111,2020-05-12,Kolkata,6704
2112,2020-04-15,Banglore,9178
2113,2020-05-06,Delhi,2191
2114,2020-01-22,Mumbai,2705
2115,2020-03-12,Banglore,5297
2116,2020-04-10,Delhi,2754
2117,2020-02-20,Mumbai,6956
2118,2020-02-27,Mumbai,2760
2119,2020-04-18,Kolkata,6471
2120,2020-01-23,Delhi,8054
2121,2020-04-22,Banglore,5055
2122,2020-01-28,Kolkata,9458
2123,2020-01-08,Banglore,5794
2124,2020-04-23,Delhi,7970
2125,2020-02-24,Delhi,7538
2126,2020-02-04,Mumbai,6102
2127,2020-02-21,Mumbai,4043
2128,2020-01-06,Delhi,5197
2129,2020-03-10,Mumbai,6217
2130,2020-02-18,Mumbai,6351
2131,2020-05-01,Mumbai,4407
2132,2020-02-04,Banglore,6960
2133,2020-05-06,Delhi,7290
2134,2020-01-19,Mumbai,4600
2135,2020-03-12,Delhi,8842
2136,2020-01-19,Mumbai,6097
2137,2020-02-24,Kolkata,9843
2138,2020-02-16,Banglore,5404
2139,2020-01-20,Banglore,6019
2140,2020-02-08,Banglore,7801
2141,2020-02-23,Banglore,6240
2142,2020-05-20,Delhi,3397
2143,2020-05-20,Kolkata,3584
2144,2020-05-06,Kolkata,2022
2145,2020-04-01,Banglore,9829
2146,2020-01-24,Kolkata,3023
2147,2020-02-28,Banglore,7819
2148,2020-05-06,Kolkata,5898
2149,2020-02-28,Banglore,5649
2150,2020-03-22,Mumbai,4093
2151,2020-04-21,Delhi,8048
2152,2020-01-31,Kolkata,2482
2153,2020-02-13,Banglore,2375
2154,2020-04-16,Banglore,7891
2155,2020-01-05,Mumbai,4604
2156,2020-05-13,Delhi,5163
2157,2020-03-17,Mumbai,4558
2158,2020-05-10,Banglore,8009
2159,2020-01-10,Delhi,6962
2160,2020-02-05,Kolkata,2300
2161,2020-04-19,Mumbai,7445
2162,2020-05-12,Delhi,3973
2163,2020-03-31,Delhi,7474
2164,2020-03-22,Kolkata,3085
2165,2020-03-31,Mumbai,7362
2166,2020-03-12,Delhi,3906
2167,2020-05-17,Mumbai,2432
2168,2020-02-28,Kolkata,4591
2169,2020-04-29,Mumbai,9062
2170,2020-04-01,Banglore,2367
2171,2020-05-18,Delhi,6069
2172,2020-01-28,Delhi,2291
2173,2020-01-26,Mumbai,7737
2174,2020-01-09,Kolkata,7971
2175,2020-02-03,Mumbai,2235
2176,2020-04-12,Mumbai,7321
2177,2020-04-19,Delhi,4669
2178,2020-03-19,Kolkata,7666
2179,2020-01-24,Delhi,5388
2180,2020-03-25,Banglore,9552
2181,2020-02-29,Mumbai,6868
2182,2020-03-23,Delhi,2024
2183,2020-05-17,Kolkata,7178
2184,2020-03-07,Mumbai,4358
2185,2020-01-13,Kolkata,8919
2186,2020-04-23,Kolkata,5129
2187,2020-02-10,Banglore,3357
2188,2020-03-31,Delhi,2867
2189,2020-03-21,Kolkata,4635
2190,2020-01-10,Mumbai,8252
2191,2020-01-20,Kolkata,9170
2192,2020-01-02,Mumbai,6853
2193,2020-05-10,Delhi,4027
2194,2020-02-23,Delhi,8494
2195,2020-01-14,Delhi,4036
2196,2020-02-02,Kolkata,3737
2197,2020-03-19,Mumbai,2354
2198,2020-01-19,Kolkata,8484
2199,2020-05-06,Mumbai,3458
2200,2020-04-07,Kolkata,4965
2201,2020-05-09,Mumbai,9136
2202,2020-01-28,Mumbai,3958
2203,2020-03-17,Mumbai,2141
2204,2020-05-21,Delhi,2308
2205,2020-04-11,Kolkata,4328
2206,2020-01-25,Kolkata,4749
2207,2020-02-05,Banglore,6503
2208,2020-01-14,Kolkata,8635
2209,2020-05-31,Banglore,4948
2210,2020-03-16,Mumbai,5135
2211,2020-02-10,Banglore,3104
2212,2020-03-04,Mumbai,8166
2213,2020-04-04,Banglore,4794
2214,2020-01-28,Banglore,4852
2215,2020-04-13,Mumbai,6859
2216,2020-02-11,Delhi,7924
2217,2020-02-18,Mumbai,7769
2218,2020-04-02,Mumbai,7300
2219,2020-05-28,Kolkata,4153
2220,2020-03-22,Delhi,6173
2221,2020-05-29,Delhi,4848
2222,2020-02-25,Banglore,6392
2223,2020-03-26,Kolkata,8381
2224,2020-01-03,Mumbai,4833
2225,2020-03-24,Delhi,5001
2226,2020-02-26,Kolkata,5084
2227,2020-05-24,Kolkata,8786
2228,2020-02-06,Kolkata,8856
2229,2020-03-08,Banglore,9928
2230,2020-02-12,Kolkata,8543
2231,2020-04-10,Kolkata,5733
2232,2020-05-07,Mumbai,8752
2233,2020-05-09,Mumbai,4838
2234,2020-05-17,Mumbai,8583
2235,2020-05-19,Delhi,2718
2236,2020-04-06,Banglore,6683
2237,2020-02-14,Delhi,4950
2238,2020-04-11,Delhi,3507
2239,2020-05-14,Banglore,3084
2240,2020-01-01,Kolkata,8194
2241,2020-01-27,Mumbai,8598
2242,2020-01-01,Banglore,7663
2243,2020-05-21,Banglore,9033
2244,2020-01-05,Delhi,5925
2245,2020-04-17,Kolkata,5134
2246,2020-03-15,Mumbai,8532
2247,2020-03-01,Kolkata,5093
2248,2020-04-22,Banglore,4761
2249,2020-02-21,Delhi,3750
2250,2020-03-31,Banglore,2070
2251,2020-04-22,Delhi,8512
2252,2020-04-08,Delhi,3592
2253,2020-04-25,Kolkata,8934
2254,2020-04-03,Mumbai,5667
2255,2020-04-12,Banglore,3131
2256,2020-02-22,Kolkata,7497
2257,2020-01-16,Kolkata,4077
2258,2020-04-16,Delhi,8873
2259,2020-03-08,Delhi,8265
2260,2020-02-14,Banglore,5269
2261,2020-03-02,Kolkata,8825
2262,2020-05-08,Mumbai,4869
2263,2020-05-14,Delhi,5720
2264,2020-02-21,Kolkata,7708
2265,2020-01-09,Banglore,7083
2266,2020-05-31,Mumbai,2575
2267,2020-02-23,Kolkata,8222
2268,2020-04-28,Delhi,4405
2269,2020-01-19,Kolkata,2203
2270,2020-03-21,Kolkata,4030
2271,2020-04-04,Banglore,4285
2272,2020-04-14,Banglore,3030
2273,2020-04-11,Delhi,2729
2274,2020-04-29,Delhi,5555
2275,2020-01-18,Mumbai,9421
2276,2020-04-18,Mumbai,9114
2277,2020-05-19,Banglore,8717
2278,2020-04-20,Delhi,5035
2279,2020-02-28,Banglore,7917
2280,2020-05-05,Banglore,6845
2281,2020-01-18,Banglore,9593
2282,2020-05-31,Mumbai,9051
2283,2020-02-12,Delhi,6511
2284,2020-05-17,Banglore,5309
2285,2020-02-26,Delhi,4713
2286,2020-03-23,Mumbai,9328
2287,2020-03-17,Kolkata,8621
2288,2020-03-07,Mumbai,8014
2289,2020-01-29,Mumbai,7005
2290,2020-03-05,Delhi,6064
2291,2020-01-09,Kolkata,4378
2292,2020-03-07,Delhi,8529
2293,2020-04-20,Delhi,2490
2294,2020-05-22,Mumbai,8270
2295,2020-01-30,Mumbai,2234
2296,2020-01-06,Banglore,2440
2297,2020-02-22,Delhi,5214
2298,2020-05-07,Mumbai,7820
2299,2020-02-06,Banglore,3533
2300,2020-01-02,Delhi,3893
2301,2020-04-22,Banglore,4603
2302,2020-03-20,Mumbai,5240
2303,2020-01-11,Banglore,6745
2304,2020-05-19,Banglore,8538
2305,2020-04-27,Mumbai,7972
2306,2020-01-27,Delhi,6787
2307,2020-02-09,Kolkata,2288
2308,2020-05-25,Kolkata,8904
2309,2020-01-13,Banglore,9776
2310,2020-02-09,Kolkata,6773
2311,2020-02-07,Delhi,4760
2312,2020-05-06,Delhi,7891
2313,2020-02-23,Mumbai,6918
2314,2020-04-10,Kolkata,2310
2315,2020-04-17,Delhi,2979
2316,2020-03-24,Kolkata,7249
2317,2020-04-13,Delhi,3774
2318,2020-05-08,Delhi,7693
2319,2020-04-14,Delhi,9062
2320,2020-05-07,Mumbai,6919
2321,2020-02-07,Delhi,3010
